Frame,Speed
0,1445.8614923359335
1,1707.4306484464864
2,1428.3860955022196
3,1578.020381472561
4,1555.357042572481
5,1607.0177863546573
6,1547.3848887012214
7,1573.030449432876
8,1575.0838245464406
9,1565.5450426139187
10,1532.773775448361
11,1540.3234002330144
12,1539.497102328279
13,1534.083717024767
14,1525.7272865533207
15,1556.8672190539542
16,1537.673884228359
17,1528.7796487301155
18,1530.6844045026987
19,1536.641346301302
20,1520.7994827371117
21,1533.314581203387
22,1555.3024880703222
23,1545.7479417744132
24,1555.1904059632748
25,1547.9015852691716
26,1562.2824510244327
27,1555.261535734601
28,1564.0581964244561
29,1543.6470372918307
30,1533.5552497140538
31,1545.074570303345
32,1574.3462927138348
33,1543.1570266120634
34,1563.5795802950097
35,1547.7536305816996
36,1553.8139456625458
37,1530.1271221852542
38,1567.137413547574
39,1578.156744254577
40,1599.9699328554257
41,1606.5053831552045
42,1604.4886745722547
43,1580.8291665400795
44,1569.5103381160047
45,1535.0728179259509
46,1539.0903415721727
47,1527.56423212264
48,1563.5500816046392
49,1558.3382477572966
50,1569.6580554979996
51,1573.623924059008
52,1589.9529483648855
53,1546.8572884860926
54,1527.9005831067816
55,1530.9568468020198
56,1560.236486075467
57,1539.424539404526
58,1568.9625702116366
59,1566.376169435278
60,1580.5631747166367
61,1521.9437020193623
62,1560.3197796097982
63,1535.5923638320535
64,1575.3904473975201
65,1556.7997812106482
66,1598.1816631207294
67,1533.2394050748808
68,1565.5861650035015
69,1511.1781121851175
70,1565.418695141389
71,1522.357778572078
72,1595.5023722416495
73,1540.78231628139
74,1560.2976902597827
75,1524.3603224302615
76,1569.7945950868527
77,1510.1014568963299
78,1560.759168801196
79,1539.993213386826
80,1596.412646087429
81,1548.2530469508602
82,1597.287544699973
83,1546.5765531674704
84,1609.1736482310894
85,1548.7310880560403
86,1576.8011705740955
87,1517.3721516079895
88,1568.45992641659
89,1523.1964801516729
90,1524.8031074656349
91,1483.6249171093089
92,1522.3289944585
93,1445.4577950228122
94,1433.710776031915
95,1433.7298560535562
96,1503.4691576525972
97,1436.8411132399347
98,1530.6535408040313
99,1556.437069729299
100,1584.6563509451667
101,1512.139143983412
102,1590.1706553322813
103,1515.7432173410464
104,1590.2662494820418
105,1524.772593846724
106,1589.4737854154278
107,1534.4797775476534
108,1633.8098775013407
109,1550.4128093347365
110,1616.5665219077757
111,1531.5677873378645
112,1593.1303921770839
113,1515.487346338768
114,1555.3407720967537
115,1494.9736786098972
116,1558.1321595961012
117,1514.672222356408
118,1577.3500272488302
119,1517.2217757790288
120,1572.5202155581376
121,1544.384887770614
122,1607.699865473834
123,1543.0590002485337
124,1589.6828460049408
125,1531.9639662808695
126,1585.8963184986787
127,1520.8005310780404
128,1575.489893156968
129,1522.6466146293747
130,1594.298480616204
131,1526.101884223334
132,1581.093334996836
133,1520.2609087193073
134,1588.2766469260937
135,1538.8566302310965
136,1592.7420257809404
137,1538.3724769166379
138,1572.8569211430968
139,1551.7133134677313
140,1564.7384703177108
141,1543.5488412613097
142,1576.486720928861
143,1550.3002287670922
144,1551.7602513022823
145,1532.4444976205782
146,1553.4204521835084
147,1495.301080788862
148,1543.554780714428
149,1494.6612804682202
150,1476.9707536268386
151,1452.6402001131942
152,1504.0361875447068
153,1455.0392059850715
154,1507.7060870968803
155,1549.3767103871146
156,1529.1959767685198
157,1492.0345694716664
158,1547.8666925506482
159,1529.2007749051377
160,1555.3967949811376
161,1565.896285711209
162,1602.0760123337027
163,1540.4501861271492
164,1563.861510432435
165,1547.0651516169153
166,1550.3590829588488
167,1555.4824228418329
168,1580.1616778643104
169,1584.7898305053745
170,1567.9830029367804
171,1558.1566035217427
172,1564.5927363867015
173,1552.2592441689012
174,1549.0988407272198
175,1548.5446023267955
176,1584.790447388735
177,1569.5309541374716
178,1591.0700189894474
179,1563.3961416132497
180,1541.2898817350806
181,1535.7178252850524
182,1539.2766256683972
183,1541.5420088592068
184,1544.273800868281
185,1559.2876089217884
186,1536.2666492830765
187,1502.2788318435644
188,1508.5073113012136
189,1509.2428319059381
190,1489.793151869601
191,1525.551939945223
192,1540.5817420503067
193,1546.7610737593295
194,1534.5577242527847
195,1558.2445963806026
196,1542.3263460498779
197,1549.941220424594
198,1556.1867090491548
199,1555.4703190086864
200,1569.1568508533896
201,1577.2024029946401
202,1581.858294082907
203,1562.8857525891285
204,1559.5076024526443
205,1558.7634886332344
206,1518.8364919493192
207,1521.3357497588972
208,1515.070829902013
209,1549.5074831568509
210,1537.0351621720397
211,1569.1267443979507
212,1553.9706357611763
213,1561.5820344956817
214,1521.3357441953408
215,1541.3924811623647
216,1525.174958643723
217,1562.0942803587045
218,1530.517335251865
219,1555.8147283638423
220,1532.3128566676667
221,1559.4892400621634
222,1522.7343807164245
223,1555.3209221359043
224,1571.7314296489749
225,1611.7662236289236
226,1574.910121803974
227,1600.2815402128545
228,1562.7980172747375
229,1563.3237000164122
230,1528.785197935158
231,1574.1231967960434
232,1553.5680229378584
233,1606.5571214721247
234,1573.1570512766868
235,1615.4492786928372
236,1546.559521074632
237,1575.5304424480346
238,1535.7552130955005
239,1581.3923728079005
240,1526.2868702657847
241,1582.2499193516749
242,1562.81041374199
243,1587.065711381544
244,1550.013245750884
245,1575.7078916411917
246,1544.941483271395
247,1535.9062048934568
248,1512.86752098238
249,1543.633166023764
250,1512.3526452212718
251,1539.7399831767132
252,1531.7592545917473
253,1560.2410672376795
254,1531.8698632045448
255,1561.1768897479717
256,1518.6680982463654
257,1539.9832304989916
258,1517.9889215422975
259,1554.285238226667
260,1523.4610372971965
261,1581.8727431026823
262,1564.3951731541406
263,1585.5528616710294
264,1532.2288416099336
265,1573.4652279353495
266,1523.4788638474704
267,1547.5928486410346
268,1540.0630260616613
269,1596.0574038740624
270,1570.0280152572088
271,1609.7378514251832
272,1538.881737063585
273,1576.1021133134557
274,1508.7913657086124
275,1552.9328291701436
276,1501.1404334328736
277,1587.5506616305538
278,1532.8532837336927
279,1605.9419714183546
280,1536.6251170085916
281,1579.1351329953352
282,1566.9515317160683
283,1605.844526669366
284,1542.4478838775353
285,1591.1512992466855
286,1576.5992064820077
287,1596.691283690224
288,1561.8691338922545
289,1606.3274663153093
290,1545.6839590126374
291,1590.4607163100425
292,1576.1810441785174
293,1567.3383896392738
294,1560.3908358892395
295,1595.1054679225435
296,1586.3907101564914
297,1579.8712084709673
298,1576.5410666455157
299,1560.6212290381106
300,1567.777079803689
301,1575.1405854624802
302,1564.948904647322
303,1576.613787861866
304,1561.4338134926786
305,1568.8001958963741
306,1541.3440977497532
307,1535.183291594693
308,1535.6326214414162
309,1538.0920202425762
310,1586.9546443991567
311,1556.475206384414
312,1605.9195496837767
313,1579.6503499208382
314,1580.777874756209
315,1558.592400573243
316,1574.5591606025405
317,1528.0637657348689
318,1550.8351685124649
319,1586.6582264298872
320,1572.9361457641528
321,1571.4057774498983
322,1581.0208084976566
323,1579.6995743574003
324,1579.8544296805796
325,1540.3985447916132
326,1543.7528026458328
327,1547.1452295355527
328,1535.1092888905705
329,1551.9844231236943
330,1591.1046289120152
331,1591.4138745881876
332,1568.5047263535791
333,1576.587278690619
334,1571.808489019318
335,1529.721561965211
336,1540.6079113861335
337,1546.5181997509212
338,1578.0672737500743
339,1562.1342146882716
340,1582.56364517046
341,1546.3209172829818
342,1561.7797653808354
343,1555.4934432532104
344,1557.8231705109658
345,1574.9782137328334
346,1582.5746985612482
347,1568.2400483289807
348,1580.4765186331322
349,1583.0300942594558
350,1564.0579646970514
351,1560.9505379764082
352,1600.3538127052648
353,1570.411403204281
354,1584.8961122248907
355,1574.0127006026237
356,1587.0921311780091
357,1556.3365498159176
358,1546.2688574343413
359,1505.2052378152905
360,1522.8130403402376
361,1523.9747324076436
362,1565.5708825131792
363,1559.6998407255314
364,1599.854532148052
365,1572.315087055786
366,1567.6753765108722
367,1538.3837265066936
368,1560.800829309003
369,1527.1576355913248
370,1551.2818298733243
371,1570.4097948172343
372,1583.3733589373744
373,1549.9014101318435
374,1573.9317081078534
375,1548.1428772055583
376,1602.7486455110907
377,1552.401305817636
378,1584.7019812453218
379,1544.9331091883575
380,1600.611688357806
381,1536.330371639051
382,1477.6023962208546
383,1415.669543729513
384,1444.9935999474187
385,1392.5683181985762
386,1437.0074739935324
387,1503.0038029272062
388,1567.0168116243399
389,1522.2857778350685
390,1577.9978181262845
391,1524.6122021318865
392,1575.8305756055681
393,1521.4975495329647
394,1587.6463002908472
395,1551.6117738936732
396,1590.6350827675535
397,1519.7344529034085
398,1580.9852080318635
399,1541.8046683739344
400,1574.0007691799317
401,1525.02549575446
402,1572.1067207795209
403,1527.8685336889866
404,1423.6612081041492
405,1373.7689096838462
406,1396.2683255612205
407,1356.1249686432723
408,1409.0032376173858
409,1526.8643342881103
410,1566.3054674519537
411,1553.8579212614343
412,1594.9041693558179
413,1542.3023678701052
414,1544.0534691149505
415,1494.6220017367664
416,1526.6553046185995
417,1476.902768535821
418,1534.2573640370242
419,1517.018285600918
420,1550.450220471802
421,1499.7512082951046
422,1522.8446866543707
423,1492.5490814386485
424,1512.4469929105765
425,1489.2649920340803
426,1546.4709070669537
427,1519.3840637785693
428,1574.109117744981
429,1528.2597161987
430,1567.150303521184
431,1528.709972304238
432,1599.6654120975252
433,1569.792909921337
434,1605.4774677838693
435,1576.7806146316411
436,1606.1220473930457
437,1544.1228746069523
438,1516.1326493679567
439,1466.2389132297094
440,1498.7934985578527
441,1480.6605018014293
442,1512.6440202444578
443,1538.052155684912
444,1558.7813613816272
445,1549.55512234458
446,1572.168266460203
447,1553.0515650177117
448,1564.538473456133
449,1565.2207751024002
450,1565.054427621059
451,1544.6296818472892
452,1567.0087597239653
453,1539.0578756174334
454,1553.0322603059717
455,1575.3489126985341
456,1562.5130429432218
457,1556.3118252699758
458,1585.091298283019
459,1583.227389179418
460,1561.2902679331667
461,1573.7561403611205
462,1581.295883299325
463,1541.6621084753524
464,1553.0687877291778
465,1557.8644962800204
466,1546.5858398171306
467,1531.168454356939
468,1529.532075104488
469,1550.550297391536
470,1544.1482821621476
471,1564.2698186292332
472,1585.970449173829
473,1594.5482675652383
474,1571.9325831045558
475,1590.4255615831062
476,1581.0855921926486
477,1555.8200623076445
478,1567.735083418804
479,1590.5158898536815
480,1552.1832530990291
481,1543.0984229808184
482,1570.8455947932714
483,1540.2213153608611
484,1518.234747957461
485,1544.4004689079618
486,1559.7713877400943
487,1526.151566797339
488,1537.012643610599
489,1434.7138310687228
490,1406.8743967750047
491,1404.7603297354121
492,1432.9618104844108
493,1444.7289267748317
494,1563.6526392633348
495,1555.6867181810217
496,1552.4457289370744
497,1550.5818543823152
498,1551.7190389133589
499,1581.2548090455925
500,1571.2371404809335
501,1561.417003412908
502,1550.4280421841618
503,1553.536797014429
504,1528.7143842973276
505,1557.1479543897754
506,1556.7628693750617
507,1558.5386065070834
508,1554.952087821105
509,1562.7414912021181
510,1546.5914858948458
511,1558.133378952222
512,1553.1611334714096
513,1579.5493131780163
514,1535.4459401210204
515,1575.6013416255341
516,1549.6205499763214
517,1592.5419689808627
518,1546.0388614556985
519,1583.7213838212244
520,1549.465977653753
521,1593.4706325923526
522,1575.7023564922663
523,1593.7391102430324
524,1554.9392136700685
525,1596.3469592813883
526,1555.3617510056079
527,1577.815530609772
528,1539.6584159245613
529,1570.889056939879
530,1519.7490336402589
531,1583.4595394348314
532,1572.786135257121
533,1632.4866186384827
534,1591.8948629528072
535,1618.532023802752
536,1548.8880608963404
537,1514.8613015277595
538,1478.8360258515127
539,1546.1440441044158
540,1541.752717470098
541,1599.7578027198238
542,1553.156230763679
543,1587.664674608752
544,1541.6430676909602
545,1560.8876381545438
546,1528.4064160122418
547,1592.0703027051222
548,1569.4247192621021
549,1592.6094263408454
550,1561.6484300545153
551,1615.4823777981783
552,1557.1217715097532
553,1588.164484716026
554,1545.508983098563
555,1609.8780439036996
556,1523.678452588284
557,1581.229265068536
558,1548.0733468100814
559,1582.0455241003951
560,1517.6421609188485
561,1560.7388476301392
562,1525.069186210459
563,1536.4702780508887
564,1531.8414240255242
565,1588.3459734515484
566,1537.5075546353146
567,1567.6474006071196
568,1542.7570361864496
569,1567.4912943822944
570,1525.4185317536617
571,1570.9986576962397
572,1541.3437826114957
573,1590.055574219155
574,1563.5441877125384
575,1587.6839852811866
576,1539.9297742484468
577,1585.1410402432496
578,1588.721197330302
579,1608.4961738113166
580,1555.8681571847067
581,1616.6502874615276
582,1599.8202323658388
583,1573.1124433115256
584,1567.988411621663
585,1591.9500280322868
586,1576.7810923729492
587,1592.8751236582623
588,1562.7659275874842
589,1561.0139162373246
590,1548.5404619562253
591,1580.8356266222534
592,1549.508049123589
593,1597.323848646634
594,1565.5721191858686
595,1570.3539604812054
596,1527.2181617932351
597,1546.5163836295221
598,1538.2769346071077
599,1546.905884644826
600,1575.7728129984414
601,1585.9342915861596
602,1567.0907689816727
603,1559.1957564010074
604,1556.2553487957077
605,1546.256591860473
606,1546.8837726988336
607,1571.571468749328
608,1566.0870270095056
609,1581.4900804123877
610,1568.693330559458
611,1576.0509527978675
612,1566.112548484845
613,1477.27157658171
614,1469.1573275177245
615,1487.40403986186
616,1462.5848845275882
617,1440.0896283763325
618,1534.407810950805
619,1550.1830575338377
620,1520.014520946327
621,1552.507025377803
622,1568.4634568456854
623,1567.730781868902
624,1558.0681350071318
625,1597.6222294104255
626,1544.9950005566814
627,1552.093413436113
628,1525.4583925553568
629,1551.9693863741552
630,1523.1134574647817
631,1583.6106406907086
632,1551.181689305423
633,1598.1001935792406
634,1565.5483763802592
635,1576.1672973537015
636,1530.9253619606893
637,1568.9601617068188
638,1556.990404529598
639,1572.1959453637878
640,1565.48113747019
641,1609.2180701506018
642,1566.9315989981746
643,1583.6016156847859
644,1561.9620532963338
645,1560.94392116835
646,1536.7205012169045
647,1568.0171091840969
648,1559.716560839918
649,1557.5946605129564
650,1584.2795439530958
651,1568.8140016803177
652,1555.2978653735468
653,1546.6097579943253
654,1536.9093333274748
655,1533.178116029912
656,1536.9219610383611
657,1561.868175730161
658,1544.0397565709134
659,1582.8292049940683
660,1557.8857448078895
661,1585.9269415092822
662,1553.5572020155173
663,1575.1975397679441
664,1534.6181706987713
665,1569.1146447031865
666,1542.6797826632683
667,1569.1637092723865
668,1536.5316557233514
669,1571.5894158268613
670,1530.689302770683
671,1565.999040972116
672,1529.6127524973735
673,1579.7934624197896
674,1539.7827912782861
675,1558.9858078628793
676,1509.915922486458
677,1545.5457704419614
678,1500.4578901010073
679,1529.5691941903783
680,1521.8315565518428
681,1590.2369735347359
682,1522.1468529394128
683,1552.5366536438496
684,1514.0423085182044
685,1550.4257575138734
686,1484.1635949959923
687,1470.5480420821684
688,1416.15253534959
689,1391.0250664454918
690,1344.4758764598078
691,1352.9912348450391
692,1388.369576526466
693,1442.496079451886
694,1474.6947496235794
695,1511.7082178382243
696,1495.4536283694968
697,1551.2300888290426
698,1505.5166342044417
699,1566.6966009731434
700,1531.6515828645129
701,1579.8858717196897
702,1532.6776690472548
703,1575.6980454227487
704,1507.9208843172867
705,1536.831411877494
706,1494.1182981803831
707,1534.286716600569
708,1514.1906395829146
709,1563.2594797843783
710,1519.1888891554115
711,1563.6468849514524
712,1528.13896721542
713,1448.8057271522434
714,1448.415981174863
715,1455.8813341936911
716,1465.7493575039575
717,1476.354351063358
718,1580.4693295394331
719,1574.6719269931803
720,1611.4391163619187
721,1542.8483798704917
722,1586.1367268068925
723,1576.0652354439142
724,1562.6163441168198
725,1528.43739297327
726,1594.6480100218691
727,1577.7478160256146
728,1597.30173869725
729,1575.4334601807093
730,1608.794415631463
731,1580.4412934402396
732,1558.643999947287
733,1544.3982987842269
734,1551.7106945831551
735,1542.6968179911132
736,1556.6367031949987
737,1580.491593228557
738,1563.0170861549077
739,1547.8754695284392
740,1558.4670331366592
741,1522.9987859162281
742,1527.3657299060114
743,1529.6123799800716
744,1590.6063786053815
745,1587.1749744127526
746,1586.1498177379933
747,1555.389104826193
748,1545.4603620590842
749,1515.476434800778
750,1525.3782991899222
751,1554.0816299334358
752,1599.20385400901
753,1574.82227349809
754,1604.1171129972886
755,1563.557616008938
756,1553.8746296560078
757,1520.4013266458307
758,1576.112074304007
759,1559.5466703613956
760,1585.8823407809455
761,1585.4871600201172
762,1576.5325322634235
763,1541.2605291022567
764,1532.8361778244107
765,1543.162923686688
766,1534.4013883715713
767,1549.7494757557622
768,1588.7813171770263
769,1594.892763358074
770,1564.0729114624273
771,1568.052496501277
772,1569.9527521608682
773,1541.6392529987509
774,1543.6305504933157
775,1568.047087694977
776,1581.9306775526748
777,1581.3089719092852
778,1592.0422897570143
779,1594.7531480061311
780,1558.5462343099978
781,1558.2596159061843
782,1518.068605012923
783,1556.332701565559
784,1547.1826309102748
785,1578.607256879083
786,1541.2686240394933
787,1594.6283928906882
788,1561.7425411258196
789,1542.5284577807704
790,1540.4362809435065
791,1602.7210373162852
792,1567.156104821575
793,1579.2286904669954
794,1572.7103928720528
795,1565.371828054507
796,1507.074460452497
797,1567.1071060805782
798,1521.6579718952532
799,1558.0471816388372
800,1568.9128849129106
801,1614.3949923368132
802,1552.8730041562922
803,1579.0345506526842
804,1562.599083567668
805,1551.1786056436424
806,1533.2565372891909
807,1556.0453282740943
808,1526.5500274852207
809,1545.53739004228
810,1537.0893497321638
811,1565.4308899054372
812,1569.513872371746
813,1585.3773411304148
814,1556.3626155769311
815,1575.9596375831811
816,1525.2375077346737
817,1538.4999817485477
818,1542.6747382530928
819,1579.5174164942891
820,1531.9087383712022
821,1578.3486733688358
822,1522.407522898576
823,1551.276244235919
824,1519.335397631231
825,1581.7677808999845
826,1545.226654549376
827,1580.6556286026248
828,1545.0796321844957
829,1552.841698042451
830,1510.7244972786762
831,1556.5183331221808
832,1533.6234682218533
833,1563.484142107853
834,1540.9491357792433
835,1590.4613182853518
836,1536.93854363731
837,1580.0257901674174
838,1545.3099749324283
839,1588.855447754518
840,1553.839838504458
841,1582.6854826922677
842,1542.8974328931597
843,1587.9757870310639
844,1553.6077044170402
845,1585.3446910202324
846,1547.306773954909
847,1586.823763076336
848,1529.6810425236465
849,1570.1745385576785
850,1538.090584330388
851,1573.6074218145998
852,1540.8814126389493
853,1589.997456591475
854,1558.2743459116439
855,1563.9377693198094
856,1546.4058099178753
857,1568.9610056211316
858,1545.718491434538
859,1586.561541497817
860,1567.61335080251
861,1566.740114190823
862,1553.2538193033947
863,1583.5256434601179
864,1539.491672539101
865,1563.596060337567
866,1560.0680654046985
867,1593.1085167151275
868,1549.6960073543557
869,1574.7203003599693
870,1546.5524321188961
871,1585.732192474631
872,1571.784603589095
873,1582.4072684731832
874,1557.7123755419998
875,1613.6622441089792
876,1564.453743603993
877,1572.9274983278333
878,1573.3456043524213
879,1565.2871338451139
880,1509.6443189810773
881,1556.7172651957817
882,1544.0998373559157
883,1548.3348019908958
884,1562.0632760037527
885,1588.4110796538632
886,1558.937415848249
887,1541.701612295345
888,1532.4417872622525
889,1558.4410708136377
890,1541.0476859780235
891,1559.4002544291382
892,1575.1134297042634
893,1568.9437198527999
894,1533.7616247232195
895,1543.9675257165086
896,1537.791980474974
897,1531.2899064511182
898,1552.9807438108774
899,1574.2598488871101
900,1556.8040293104934
901,1559.9002910475301
902,1540.923380965713
903,1526.4495209381216
904,1518.8282926334132
905,1547.3615662516208
906,1569.0346026369248
907,1554.5540237861967
908,1559.0992024618204
909,1544.3755618294058
910,1557.9731977826555
911,1504.6119190269774
912,1527.385834773938
913,1552.1590594561599
914,1562.6710278131454
915,1519.9329221441894
916,1560.078863211299
